id,name,class_year,source_profile_url,approve_summary,approved_summary,documented_context_line,honored_for_summary,life_work_summary,approve_country_tags,approved_country_tags,country_note,curator_notes
carl-robson-2022,Carl Robson,2022,https://clevelandinternationalhalloffame.com/carl-robson/,yes,"Carl Robson, M.D. Carl Robson Carl Robson was raised in Hinsdale, Illinois. He attended College of Wooster, Ohio, then Case-Western Reserve Medical School.",Class of 2022 honoree connected to Ethiopian. Inducted by Aklilu Demessie.,"Contributions to arts and culture, medicine and health, and education within Ethiopian heritage communities and to Greater Cleveland's multicultural civic life.","Carl Robson, M.D. Carl Robson Carl Robson was raised in Hinsdale, Illinois. He attended College of Wooster, Ohio, then Case-Western Reserve Medical School. He interned at Parkland Hospital in Dallas TX and then spent 2 years in U.S.Public Health Service, Indian Health: Turtle Mountain Chippewa Reservation in Belcourt, NorthDakota. Carl did his Internal Medicine Residency at Cleveland MetroHealth, then worked in the St. Clair-Superior neighborhood, an under-served, inner-city area of Cleveland, spending the next 5 generations there (50 years) in the practice of Family Medicine – mostly private practice. This was followed by working for NEON (Northeast Ohio Neighborhood Health Services) when government made solo private practice financially untenable.",yes,Ethiopian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/carl-robson/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
taras-szmagala-2022,Taras Szmagala,2022,https://clevelandinternationalhalloffame.com/taras-szmagala/,yes,"Taras Szmagala Midge and Taras Szmagala Taras Gregory Szmagala, Sr. was born in Cleveland, Ohio in 1933. The son of Ukrainian immigrants Dmytro and Bronislawa Szmagala, Taras (known as “Tary”) grew up immersed in Cleveland’s rich Ukrainian-American community.",Class of 2022 honoree connected to Ukrainian. Inducted by Andrew Fedynsky.,Contributions to education and civic leadership within Ukrainian heritage communities and to Greater Cleveland's multicultural civic life.,"Taras Szmagala Midge and Taras Szmagala Taras Gregory Szmagala, Sr. was born in Cleveland, Ohio in 1933. The son of Ukrainian immigrants Dmytro and Bronislawa Szmagala, Taras (known as “Tary”) grew up immersed in Cleveland’s rich Ukrainian-American community. He graduated from John Marshall High School, and went on to receive his undergraduate degree from Allegheny College and a masters degree in education from John Carroll University. A lifelong Cleveland resident, Tary took on leadership roles within the national Ukrainian-American community at a young age, serving as President of the Ukrainian Youth League of North America in the 1950’s. He then followed in his father’s footsteps by serving 24 years as a member of the board of the Ukrainian...",yes,Ukrainian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/taras-szmagala/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
victor-ruiz-2022,Victor Ruiz,2022,https://clevelandinternationalhalloffame.com/victor-ruiz/,yes,"Victor A. Ruiz Victor A. Ruiz Victor A. Ruiz was born in Puerto Rico and came to Cleveland, Ohio at the age of five with his mother and brother. He is a courageous leader and advocate with a body of work that spans over twenty years.",Class of 2022 honoree connected to Puerto Rican. Inducted by Dr. Alex Johnson.,Contributions to education within Puerto Rican heritage communities and to Greater Cleveland's multicultural civic life.,"Victor A. Ruiz Victor A. Ruiz Victor A. Ruiz was born in Puerto Rico and came to Cleveland, Ohio at the age of five with his mother and brother. He is a courageous leader and advocate with a body of work that spans over twenty years. Victor has a broad network and because of his work, has been recognized as a Crain’s Cleveland Power 150, one of the 500 most influential people by Cleveland Magazine, and a Forty under Forty. As Executive Director of Esperanza, Inc., Victor leads an organization that advocates for the educational needs of Cleveland’s Latinx community. As a result of their efforts, Cleveland’s Latinx high school graduation rate has grown from 30% in 2010...",yes,Puerto Rican,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/victor-ruiz/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
georgine-welo-2023,Georgine Welo,2023,https://clevelandinternationalhalloffame.com/georgine-welo/,yes,"Georgine Welo As a young woman being raised in a Serbian Orthodox home, Georgine Welo (maiden name Coso), would be spotted on Friday nights at Saint Sava Serbian Orthodox Cathedral’s Cultural classes, attending Sunday School, reading the Epistle and working at all the Church banquets at Saint Sava...",Class of 2023 honoree connected to Serbian. Inducted by Alex Machaskee.,"Contributions to civic leadership, arts and culture, and business and entrepreneurship within Serbian heritage communities and to Greater Cleveland's multicultural civic life.","Georgine Welo As a young woman being raised in a Serbian Orthodox home, Georgine Welo (maiden name Coso), would be spotted on Friday nights at Saint Sava Serbian Orthodox Cathedral’s Cultural classes, attending Sunday School, reading the Epistle and working at all the Church banquets at Saint Sava Cathedral in Parma Ohio. Georgine and other girls would be serving the banquets and afterwards washing dishes and assisting in any manner her mother and other women at Serb Hall saw fit. As she grew older she followed the footsteps of many others in teaching Sunday School. She was an Assistant Teacher while in High School. In 1976, she would go each day after school to assist the Serbian Lodges...",yes,Serbian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/georgine-welo/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
joyce-mariani-2023,Joyce Mariani,2023,https://clevelandinternationalhalloffame.com/joyce-mariani/,yes,"Joyce Mariani has a deep love for the culture of Italy handed down from her family which is of Florentine origin and Roman origin. Upon her return to Cleveland from Italy where she studied and worked, she founded the Cleveland Italian Film Festival in 2006 and the first...",Class of 2023 honoree connected to Italian. Inducted by Basil Russo.,Contributions to arts and culture and civic leadership within Italian heritage communities and to Greater Cleveland's multicultural civic life.,"Joyce Mariani has a deep love for the culture of Italy handed down from her family which is of Florentine origin and Roman origin. Upon her return to Cleveland from Italy where she studied and worked, she founded the Cleveland Italian Film Festival in 2006 and the first independent film festival in Northeast Ohio to showcase Italian Oscar winning films at Cleveland area theaters drawing audience from all over Northeast Ohio. In 2007 she formed the Italian Cultural Garden Foundation spearheading a $1.5 million Renaissance Restoration Project for Cleveland’s public cultural monument to Italy in Rockefeller Park and serves as its executive director. In 2008 she founded Viva! La Cultura Italiana cultural series presenting the cultural arts of...",yes,Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/joyce-mariani/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
michael-d-polensek-2023,Michael D. Polensek,2023,https://clevelandinternationalhalloffame.com/michael-d-polensek/,yes,"Michael D. Polensek, the “Dean” of City Council, and Councilman representing Cleveland’s 8th Ward, has served the neighborhoods of northeast Cleveland since 1978, making him the longest-serving Council member in the city’s history. Currently he serves as the Chair of the Public Safety Committee and sits on the...",Class of 2023 honoree connected to Slovenian. Inducted by Joe Cimperman.,"Contributions to faith and service, business and entrepreneurship, and civic leadership within Slovenian heritage communities and to Greater Cleveland's multicultural civic life.","Michael D. Polensek, the “Dean” of City Council, and Councilman representing Cleveland’s 8th Ward, has served the neighborhoods of northeast Cleveland since 1978, making him the longest-serving Council member in the city’s history. Currently he serves as the Chair of the Public Safety Committee and sits on the Utilities and Rules Committees of Cleveland City Council. For over four decades, Councilman Polensek has represented the Collinwood / Nottingham Neighborhoods. Today, he represents the ethnically and racially diverse communities of North Shore Collinwood, Collinwood Village, and the East Glenville neighborhoods. During his long and productive tenure, Councilman Polensek has been at the forefront of numerous development projects and issues and has been vigilant in creating grassroots community groups and...",yes,Slovenian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/michael-d-polensek/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
pat-dowd-2023,Pat Dowd,2023,https://clevelandinternationalhalloffame.com/pat-dowd/,yes,"Pat Dowd is the daughter of the late Tom and Millie Dowd and the oldest in her family of five siblings: Judy Wade, Kathy Dowd, Ginny Gaskill, Maureen Dowd, and Joe Dowd. She attended St. Agnes and St. Aloysius grade schools in Cleveland, Ursuline Academy of the Sacred...",Class of 2023 honoree connected to Irish. Inducted by Gerry Quinn.,"Contributions to arts and culture, business and entrepreneurship, and education within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Pat Dowd is the daughter of the late Tom and Millie Dowd and the oldest in her family of five siblings: Judy Wade, Kathy Dowd, Ginny Gaskill, Maureen Dowd, and Joe Dowd. She attended St. Agnes and St. Aloysius grade schools in Cleveland, Ursuline Academy of the Sacred Heart, St. John College of Cleveland, and John Carroll University. Pat’s Irish heritage, inherited from both her mother and her father, traces.",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/pat-dowd/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
pierre-bejjani-2023,Pierre Bejjani,2023,https://clevelandinternationalhalloffame.com/pierre-bejjani/,yes,"Pierre Bejjani is the Managing Director and Executive Editor of Profile News Ohio and the Senior Partner of Diversity Advertising Agency. In addition to running the region’s largest Arabic/English newspaper, Profile News Ohio, Pierre actively promotes Middle Eastern culture.",Class of 2023 honoree connected to Lebanese. Inducted by Mayor Tony Biasiotta.,"Contributions to arts and culture, business and entrepreneurship, and civic leadership within Lebanese heritage communities and to Greater Cleveland's multicultural civic life.","Pierre Bejjani is the Managing Director and Executive Editor of Profile News Ohio and the Senior Partner of Diversity Advertising Agency. In addition to running the region’s largest Arabic/English newspaper, Profile News Ohio, Pierre actively promotes Middle Eastern culture. He educates the public on the importance of diversity within our local, state, and national communities. He was born in Lebanon and came to Cleveland in 1981, where he pursued a degree in Civil Engineering from Ohio State University. Pierre has long been involved in the region’s diversity and immigration initiative.",yes,Lebanese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/pierre-bejjani/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
sudarshan-sathe-2023,Sudarshan Sathe,2023,https://clevelandinternationalhalloffame.com/sudarshan-sathe/,yes,"Sudarshan ( su- dar- shun) Sathe ( Saa-the) earned a bachelor’s degree in chemical engineering, with first division honors, from the world famous IIT engineering school in India. He arrived in the U.S at a young age of 22 to join University of Akron’s master’s in chemical engineering...",Class of 2023 honoree connected to Indian. Inducted by Baiju Shah.,"Contributions to education, business and entrepreneurship, and civic leadership within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Sudarshan ( su- dar- shun) Sathe ( Saa-the) earned a bachelor’s degree in chemical engineering, with first division honors, from the world famous IIT engineering school in India. He arrived in the U.S at a young age of 22 to join University of Akron’s master’s in chemical engineering program. At the same Alma mater, he earned an MBA in International Business. After doing a series of jobs in the chemical and metals industry, and upon acquiring U S Citizenship in 1990, Mr. Sathe founded a company called NewConcepts, influenced by an adage of Akio Morata of Sony corporation that marketing is not simply shipping what you have made, but rather knowing what to make. He developed products and...",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/sudarshan-sathe/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,yes,"Ambassador Edward F. Crawford is the former Chairman and Chief Executive Officer of Park-Ohio Holdings Corp. (NASDAQ Symbol PKOH) (1992 to 2019). This Cleveland, Ohio based industrial enterprise has annual revenues of approximately $2 billion and employs 8,000 associates worldwide.",Class of 2024 honoree connected to Irish. Inducted by Amb Byrne Nason.,"Contributions to business and entrepreneurship, education, and civic leadership within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Ambassador Edward F. Crawford is the former Chairman and Chief Executive Officer of Park-Ohio Holdings Corp. (NASDAQ Symbol PKOH) (1992 to 2019). This Cleveland, Ohio based industrial enterprise has annual revenues of approximately $2 billion and employs 8,000 associates worldwide. Park-Ohio specializes in integrated logistics systems and manufactured products. A serial entrepreneur, Mr. Crawford was co-founder of Cleveland Steel Container in 1962, Founder of The Crawford Group in 1972 and Chairman of Crawford United since 2010. Crawford’s grandparents both emigrated from Cork.",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
dona-brady-2024,Dona Brady,2024,https://clevelandinternationalhalloffame.com/inductees/dona-brady/,yes,"Dona Brady was born and raised in Cleveland, Ohio and is of Albanian descent. She was a founder and first president of the Albanian American Association of Cleveland.",Class of 2024 honoree connected to Albanian. Inducted by Mike Polensek.,"Contributions to civic leadership, arts and culture, and business and entrepreneurship within Albanian heritage communities and to Greater Cleveland's multicultural civic life.","Dona Brady was born and raised in Cleveland, Ohio and is of Albanian descent. She was a founder and first president of the Albanian American Association of Cleveland. Dona was instrumental in establishing a Sister City program with Fier, Albania and Cleveland, Ohio. She hosted events in Cleveland for the Mayor of Fier as well as artists and others from Albania, Dona worked with several organizations to resettle ethnic Albanian Kosovar refugees who were sent to Cleveland following the war in Kosovo in 1999. Dona was recognized by the American Nationalities Movement for her work with the Albanian community in Greater Cleveland. Dona Brady spearheaded the creation of the Albanian Cultural Garden and worked with the community to...",yes,Albanian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/dona-brady/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,yes,"Dr. Eugene Jordan was many things in his life which ended, sadly, in 2020 at the age of 83. He served the communities of Cleveland and East Cleveland by providing quality, professional dental services to those who couldn’t afford care.",Class of 2024 honoree connected to African-American. Inducted by Rev Otis Moss Jr..,Contributions to business and entrepreneurship and education within African-American heritage communities and to Greater Cleveland's multicultural civic life.,"Dr. Eugene Jordan was many things in his life which ended, sadly, in 2020 at the age of 83. He served the communities of Cleveland and East Cleveland by providing quality, professional dental services to those who couldn’t afford care. Dr. Jordan was well-respected and served as the 69 th president of the National Dental Association He and his siblings were raised in Columbus by their widower father who was a maintenance worker for the City of Columbus. He attended the Ohio State University and graduated from Capital University in Columbus with an undergraduate degree in biology. After a stint with the Army Medical Corps, he worked his way through Howard University Dental School leading to his dental...",yes,African-American,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
erika-puussaar-2024,Erika Puussaar,2024,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,yes,"Erika Kikut Puussaar was born in a small village named Vandra in central Estonia. Artur and Elmire Kikut, along with their children Silva, Aksi, and Erika (Villi born later) escaped their homeland to avoid Soviet occupation.",Class of 2024 honoree connected to Estonian. Inducted by Amb Kristjan Prikk.,"Contributions to education, diplomacy and global affairs, and faith and service within Estonian heritage communities and to Greater Cleveland's multicultural civic life.","Erika Kikut Puussaar was born in a small village named Vandra in central Estonia. Artur and Elmire Kikut, along with their children Silva, Aksi, and Erika (Villi born later) escaped their homeland to avoid Soviet occupation. After many tumultuous events while escaping, they were finally united with an Estonian Displaced Person’s camp in Germany. The next procedure was the desire to immigrate to the USA. To immigrate, their family of six had to obtain a guarantee of support from an American sponsor.",yes,Estonian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
johnny-k-wu-2024,Johnny K. Wu,2024,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,yes,"Johnny K. Wu A native Clevelander raised in Central America, Johnny K. Wu is an award-winning producer, director and editor for over 25 years. H earned his MBA from Cleveland State University specializing in marketing and branding.",Class of 2024 honoree connected to Chinese. Inducted by Margaret Wong.,"Contributions to arts and culture, law and justice, and business and entrepreneurship within Chinese heritage communities and to Greater Cleveland's multicultural civic life.","Johnny K. Wu A native Clevelander raised in Central America, Johnny K. Wu is an award-winning producer, director and editor for over 25 years. H earned his MBA from Cleveland State University specializing in marketing and branding. Johnny is fluent in Chinese, Spanish and English. His media/event production company Media Design Imaging was founded in 1998 with a combined of 60+ years of experience, providing video and event producing to non and for profit corporates, small businesses and filmmaking community. He is well known and respected within the Asian Pacific American community in Ohio, having served as President of OCAGC (Organization of Chinese Americans in Greater Cleveland).",yes,Chinese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
veronica-dahlberg-2024,Veronica Dahlberg,2024,https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/,yes,"Veronica Isabel Dahlberg was born in Canton, Ohio. She is the daughter of Mexican and Hungarian immigrants who arrived in Cleveland over 60 years ago. Her father was a Hungarian refugee who met her mother in Mexico.",Class of 2024 honoree connected to Mexican. Inducted by Jasmin Santana.,"Contributions to business and entrepreneurship, immigrant advocacy, and civic leadership within Mexican heritage communities and to Greater Cleveland's multicultural civic life.","Veronica Isabel Dahlberg was born in Canton, Ohio. She is the daughter of Mexican and Hungarian immigrants who arrived in Cleveland over 60 years ago. Her father was a Hungarian refugee who met her mother in Mexico. She remembers her late parents, who became U.S. citizens: “My dad, a Hungarian immigrant who put on a suit when he voted, and my mother, a Mexican immigrant who joined him every Election Day.” The family moved to Cleveland’s Buckeye neighborhood, populated by other Hungarian immigrants. From there, they moved to Ashtabula, where they built a home they owned for over 50 years. Her family was active in church and community, promoting Hispanic culture and helping people for many decades.",yes,Mexican,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
beverly-kerecman-2025,Beverly Kerecman,2025,https://clevelandinternationalhalloffame.com/beverly-kerecman/,yes,"Beverly Haru Hashiguchi was born in Cleveland, Ohio and graduated from Cleveland Heights High School. She earned her Bachelor of Science in Special Education from Kent State University.",Class of 2025 honoree connected to Japanese. Inducted by Lisa Wong.,"Contributions to education, arts and culture, and faith and service within Japanese heritage communities and to Greater Cleveland's multicultural civic life.","Beverly Haru Hashiguchi was born in Cleveland, Ohio and graduated from Cleveland Heights High School. She earned her Bachelor of Science in Special Education from Kent State University. Beverly continued her formal education to earn a Master of Science in Reading and Literacy and an Educational Specialist Degree in Teacher Leadership at Walden University. Beverly’s grandparents immigrated to the United States in the early 1900’s with dreams of a good life in a new land. Her father, Mitsuo Hashiguchi’s family lived in Los Angeles and had a small restaurant.",yes,Japanese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/beverly-kerecman/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
branka-malinar-2025,Branka Malinar,2025,https://clevelandinternationalhalloffame.com/branka-malinar/,yes,"Branka M. Malinar Branka M. Malinar – Biography Branka Malinar was born in Popovec, Croatia in 1941. At the age of four, the family fled the Communist Revolution in Croatia and escaped to Austria to a DP (refugee) camp.",Class of 2025 honoree connected to Croatian. Inducted by Tom Turkaly.,"Contributions to arts and culture, education, and immigrant advocacy within Croatian heritage communities and to Greater Cleveland's multicultural civic life.","Branka M. Malinar Branka M. Malinar – Biography Branka Malinar was born in Popovec, Croatia in 1941. At the age of four, the family fled the Communist Revolution in Croatia and escaped to Austria to a DP (refugee) camp. After living in the camp for two years, they moved to Munich, Germany. The final leg of their migration took them across the Atlantic Ocean traveling on the S.S. General Muir arrived on Ellis Island on May 17th, 1951. The family that sponsored them through Catholic charities helped them to settle in Cleveland, Ohio. Family Life and Education Branka was a bright young girl who by the age of 10 learned three languages.",yes,Croatian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/branka-malinar/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
david-gilbert-2025,David Gilbert,2025,https://clevelandinternationalhalloffame.com/david-gilbert/,yes,"David Gilbert serves as president and CEO of Greater Cleveland Sports Commission (GCSC), an organization dedicated to making Greater Cleveland the nation’s foremost destination for amateur sporting events and activities, and Destination Cleveland, the region’s destination marketing and management organization. He re-established the Sports Commission in 2000 and...",Class of 2025 honoree connected to Jewish. Inducted by Joe Cimperman.,"Contributions to business and entrepreneurship, diplomacy and global affairs, and civic leadership within Jewish heritage communities and to Greater Cleveland's multicultural civic life.","David Gilbert serves as president and CEO of Greater Cleveland Sports Commission (GCSC), an organization dedicated to making Greater Cleveland the nation’s foremost destination for amateur sporting events and activities, and Destination Cleveland, the region’s destination marketing and management organization. He re-established the Sports Commission in 2000 and assumed his role with Destination Cleveland in 2011. David also served as the president and CEO of the Cleveland 2016 Host Committee for the Republican National Convention. GCSC attracts, creates, manages and enhances significant sporting and competitive events. Since 2000, the organization has attracted over 260 events including the NFL Draft, MLB All-Star Game, NBA All-Star Weekend and NCAA Women’s Final Four.",yes,Jewish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/david-gilbert/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
mayor-frank-jackson-2025,Mayor Frank Jackson,2025,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,yes,Mayor Frank G. Jackson Honorable Frank G. Jackson served as the 56th Mayor of the City of Cleveland. He served four full terms from 2006 to 2022 making him the longest-serving mayor in Cleveland history.,"Class of 2025 honoree connected to African-American, Italian. Inducted by Valarie McCall.","Contributions to civic leadership, education, and law and justice within African-American and Italian heritage communities and to Greater Cleveland's multicultural civic life.","Mayor Frank G. Jackson Honorable Frank G. Jackson served as the 56th Mayor of the City of Cleveland. He served four full terms from 2006 to 2022 making him the longest-serving mayor in Cleveland history. Mayor Jackson grew up in Cleveland’s Central and Kinsman neighborhoods. After graduating from Max S. Hayes High School, he served in the United States Army during the Vietnam War. After his discharge, Jackson attended Cuyahoga Community College where he earned an associate degree.",yes,African-American|Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
raj-aggarwal-2025,Raj Aggarwal,2025,https://clevelandinternationalhalloffame.com/raj-aggarwal/,yes,"Raj Aggarwal, PhD, CFA Raj Aggarwal, PhD, CFA is a distinguished academic, executive, and board member with extensive experience and global recognition. He is an active civic leader.",Class of 2025 honoree connected to Indian. Inducted by Stuart Muszynski.,"Contributions to education, business and entrepreneurship, and diplomacy and global affairs within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Raj Aggarwal, PhD, CFA Raj Aggarwal, PhD, CFA is a distinguished academic, executive, and board member with extensive experience and global recognition. He is an active civic leader. He holds a mechanical engineering degree from the Indian Institute of Technology, Delhi, an MBA and PhD in Business from Kent State University, and the Chartered Financial Analyst (CFA) designation. A graduate of Leadership Cleveland (2004), Raj has been honored with awards like the Notable Finance Leader and a Notable Immigrant Leader Awards by Crain’s and the Distinguished Alumni Award from Kent State University. Raj has served on business boards for Manco/Henkel DIY Inc., Ancora Trust Mutual Funds/Maxxus Investments (each for a quarter century), ERC, and the Flood Company.",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/raj-aggarwal/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
svetlana-stolyarova-2025,Svetlana Stolyarova,2025,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,yes,"Svetlana Stolyarova, born in the USSR in 1962, is a visionary leader dedicated to cultural heritage, community development, and international collaboration. Her lifelong passion for music, philosophy, and civic engagement has shaped her remarkable journey-from championing democratic reforms during Perestroika to becoming a key figure in Cleveland’s multicultural...",Class of 2025 honoree connected to Russian. Inducted by Dr. Anton Komar.,"Contributions to arts and culture, business and entrepreneurship, and civic leadership within Russian heritage communities and to Greater Cleveland's multicultural civic life.","Svetlana Stolyarova, born in the USSR in 1962, is a visionary leader dedicated to cultural heritage, community development, and international collaboration. Her lifelong passion for music, philosophy, and civic engagement has shaped her remarkable journey-from championing democratic reforms during Perestroika to becoming a key figure in Cleveland’s multicultural landscape. After immigrating to the United States in 1999, Svetlana quickly became a dynamic force within the Russian-speaking and greater Cleveland communities. As a real estate broker, investment, and business consultant, she used her expertise to forge meaningful connections, strengthening cross-cultural ties throughout Northeast Ohio. In 2011, Svetlana co-founded the Russian Cultural Garden, working alongside Dr. Boris Vinogradsky and Sergio Lebid to establish a permanent tribute to Russian heritage within...",yes,Russian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
